_id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
6979d927682586564e38370a,Male,22,1,46.0,1,< 1 Year,Yes,28311.0,152.0,240,0
6979d927682586564e383776,Male,24,1,2.0,0,< 1 Year,Yes,26707.0,152.0,224,0
6979d927682586564e383636,Male,21,1,3.0,1,< 1 Year,No,40511.0,160.0,212,0
6979d927682586564e3836f1,Male,69,1,28.0,0,1-2 Year,Yes,30727.0,122.0,47,0
6979d927682586564e38367d,Female,25,1,9.0,0,< 1 Year,No,34280.0,160.0,202,0
6979d927682586564e383725,Female,24,1,8.0,0,< 1 Year,Yes,54408.0,152.0,86,0
6979d927682586564e383797,Male,56,1,28.0,0,1-2 Year,Yes,32018.0,26.0,183,0
6979d927682586564e383633,Female,47,1,41.0,1,1-2 Year,No,42080.0,124.0,62,0
6979d927682586564e383718,Male,59,1,49.0,0,1-2 Year,Yes,39971.0,124.0,143,0
6979d927682586564e38373b,Female,66,1,47.0,0,1-2 Year,Yes,34757.0,26.0,92,0
6979d927682586564e38368d,Male,24,1,47.0,0,< 1 Year,Yes,36414.0,124.0,292,0
6979d927682586564e383663,Female,27,1,11.0,1,1-2 Year,No,26756.0,124.0,254,0
6979d927682586564e38369b,Female,21,1,11.0,0,< 1 Year,Yes,35555.0,152.0,242,1
6979d927682586564e38366d,Female,42,1,28.0,0,1-2 Year,Yes,40613.0,124.0,242,0
6979d927682586564e383692,Female,48,1,33.0,0,1-2 Year,Yes,44724.0,154.0,132,0
6979d927682586564e38372d,Male,22,1,50.0,1,< 1 Year,No,36287.0,152.0,70,0
6979d927682586564e383739,Male,49,1,28.0,0,1-2 Year,Yes,37214.0,26.0,158,1
6979d927682586564e383756,Female,45,1,28.0,0,1-2 Year,Yes,27616.0,26.0,134,0
6979d927682586564e38371b,Male,44,1,46.0,1,1-2 Year,No,50696.0,26.0,193,0
6979d927682586564e383623,Male,49,1,28.0,0,1-2 Year,Yes,2630.0,124.0,88,0
6979d927682586564e383722,Male,47,1,28.0,1,1-2 Year,No,31269.0,124.0,213,0
6979d927682586564e38369d,Female,43,1,28.0,0,1-2 Year,Yes,29578.0,31.0,203,1
6979d927682586564e38375c,Female,24,1,46.0,1,< 1 Year,No,25784.0,152.0,128,0
6979d927682586564e38369a,Female,39,1,46.0,0,1-2 Year,No,35145.0,26.0,116,0
6979d927682586564e383799,Male,20,1,36.0,1,< 1 Year,No,27397.0,152.0,13,0
6979d927682586564e38376d,Male,49,1,8.0,0,1-2 Year,Yes,41648.0,124.0,98,0
6979d927682586564e38367c,Male,44,1,2.0,0,1-2 Year,No,34618.0,26.0,265,0
6979d927682586564e3836da,Male,71,1,28.0,0,1-2 Year,Yes,42881.0,124.0,105,0
6979d927682586564e383786,Male,73,1,29.0,0,> 2 Years,Yes,104002.0,3.0,132,0
6979d927682586564e38377a,Male,70,1,7.0,1,1-2 Year,No,65479.0,124.0,213,0
6979d927682586564e3836ad,Male,22,1,36.0,1,< 1 Year,No,2630.0,152.0,60,0
6979d927682586564e383688,Male,37,1,8.0,1,1-2 Year,No,29099.0,152.0,194,0
6979d927682586564e383702,Female,31,1,28.0,0,1-2 Year,Yes,39423.0,124.0,190,0
6979d927682586564e383778,Male,70,1,8.0,0,1-2 Year,Yes,46177.0,26.0,249,0
6979d927682586564e3836df,Female,24,1,46.0,1,< 1 Year,No,21006.0,152.0,11,0
6979d927682586564e383694,Male,33,1,3.0,1,1-2 Year,No,27609.0,152.0,255,0
6979d927682586564e3836e9,Female,35,1,28.0,0,1-2 Year,Yes,41029.0,125.0,94,0
6979d927682586564e3836ab,Female,22,1,12.0,1,< 1 Year,No,29823.0,152.0,128,0
6979d927682586564e383622,Male,23,1,15.0,1,< 1 Year,No,25605.0,160.0,256,0
6979d927682586564e38365f,Male,52,1,0.0,1,1-2 Year,No,2630.0,26.0,134,0
6979d927682586564e383604,Female,23,1,15.0,0,< 1 Year,Yes,41641.0,152.0,209,0
6979d927682586564e383747,Male,29,1,46.0,0,< 1 Year,Yes,2630.0,152.0,118,0
6979d927682586564e38367f,Female,21,1,46.0,0,< 1 Year,Yes,33245.0,152.0,259,0
6979d927682586564e38368a,Male,32,1,50.0,0,< 1 Year,No,2630.0,1.0,287,0
6979d927682586564e383721,Male,25,1,11.0,0,< 1 Year,No,38081.0,152.0,132,0
6979d927682586564e38364f,Female,28,1,8.0,1,< 1 Year,No,31454.0,152.0,86,0
6979d927682586564e3835d6,Female,25,1,15.0,0,< 1 Year,No,38667.0,152.0,12,0
6979d927682586564e3836be,Male,25,1,39.0,0,< 1 Year,No,2630.0,152.0,217,0
6979d927682586564e3835c6,Female,48,1,28.0,0,1-2 Year,Yes,36951.0,122.0,149,0
6979d927682586564e383639,Male,20,1,39.0,1,< 1 Year,No,28329.0,160.0,78,0
6979d927682586564e3835ae,Female,24,1,3.0,1,< 1 Year,No,27619.0,152.0,28,0
6979d927682586564e3836ae,Male,24,1,28.0,0,< 1 Year,Yes,21583.0,152.0,143,0
6979d927682586564e383748,Female,22,1,46.0,1,< 1 Year,No,31506.0,160.0,113,0
6979d927682586564e3835c5,Male,79,1,28.0,0,1-2 Year,Yes,57444.0,26.0,222,0
6979d927682586564e383770,Male,33,1,11.0,1,< 1 Year,No,35263.0,152.0,271,0
6979d927682586564e3836bd,Male,25,1,28.0,1,< 1 Year,No,47031.0,26.0,151,0
6979d927682586564e3836fb,Male,47,1,41.0,1,1-2 Year,No,36809.0,26.0,226,0
6979d927682586564e38374f,Female,24,1,13.0,0,< 1 Year,Yes,2630.0,151.0,19,0
6979d927682586564e38370c,Male,43,1,28.0,0,1-2 Year,Yes,39495.0,124.0,172,1
6979d927682586564e383609,Female,24,1,7.0,1,< 1 Year,Yes,2630.0,160.0,68,0
6979d927682586564e38371d,Male,38,1,28.0,0,1-2 Year,Yes,65212.0,124.0,32,0
6979d927682586564e383679,Male,45,1,28.0,0,1-2 Year,Yes,33205.0,26.0,243,0
6979d927682586564e383735,Male,59,1,28.0,0,1-2 Year,Yes,44233.0,124.0,160,1
6979d927682586564e38360b,Male,24,1,3.0,1,< 1 Year,No,28139.0,152.0,52,0
6979d927682586564e383779,Female,22,1,46.0,0,< 1 Year,Yes,26118.0,152.0,46,0
6979d927682586564e383744,Female,25,1,43.0,1,< 1 Year,No,27080.0,160.0,177,0
6979d927682586564e3835af,Female,32,1,6.0,1,< 1 Year,No,28771.0,152.0,80,0
6979d927682586564e383674,Female,23,1,46.0,1,< 1 Year,No,18682.0,152.0,57,0
6979d927682586564e3835ba,Male,65,1,28.0,0,1-2 Year,Yes,41184.0,124.0,116,0
6979d927682586564e38376c,Female,27,1,10.0,0,< 1 Year,Yes,24453.0,152.0,152,0
6979d927682586564e3836e8,Female,22,1,28.0,0,< 1 Year,Yes,48276.0,152.0,290,0
6979d927682586564e383746,Male,41,1,21.0,0,1-2 Year,Yes,29440.0,157.0,87,1
6979d927682586564e38360c,Female,20,1,30.0,0,< 1 Year,Yes,33227.0,160.0,78,0
6979d927682586564e383790,Female,62,1,28.0,0,1-2 Year,Yes,31026.0,124.0,105,0
6979d927682586564e3835ec,Male,44,1,47.0,0,1-2 Year,Yes,46481.0,16.0,100,0
6979d927682586564e3836c0,Female,21,1,14.0,1,< 1 Year,No,36712.0,152.0,56,0
6979d927682586564e383698,Female,36,1,28.0,0,1-2 Year,Yes,40431.0,124.0,230,0
6979d927682586564e3836a9,Male,24,1,13.0,1,< 1 Year,No,44603.0,152.0,207,0
6979d927682586564e383706,Female,22,1,30.0,1,< 1 Year,No,18202.0,152.0,107,0
6979d927682586564e383600,Female,25,1,50.0,1,< 1 Year,No,31556.0,152.0,62,0
6979d927682586564e383753,Female,44,1,28.0,0,1-2 Year,Yes,119735.0,152.0,295,0
6979d927682586564e3835ca,Male,71,1,8.0,1,1-2 Year,No,40903.0,19.0,253,0
6979d927682586564e38362f,Female,23,1,36.0,0,< 1 Year,Yes,33638.0,160.0,22,0
6979d927682586564e3836db,Male,26,1,35.0,1,< 1 Year,No,51047.0,152.0,165,0
6979d927682586564e3835e1,Male,29,1,3.0,1,< 1 Year,No,35463.0,152.0,165,0
6979d927682586564e383712,Female,44,1,41.0,0,1-2 Year,Yes,30875.0,124.0,173,0
6979d927682586564e383736,Male,23,1,47.0,0,< 1 Year,Yes,25080.0,152.0,277,1
